price,subcity,bedrooms,bathrooms,area_sqm
30500.0,nifas silk,2,1,86.0
32000.0,gulele,3,2,103.3
64000.0,bole,5,3,145.2
42500.0,yeka,4,3,113.2
40000.0,kolfe,4,3,121.0
44000.0,gulele,3,1,116.5
15000.0,bole,1,1,34.3
67500.0,yeka,5,3,158.8
67500.0,bole,5,3,150.1
26500.0,yeka,1,1,58.2
44000.0,akaky kaliti,5,3,146.1
45500.0,gulele,4,2,132.9
41000.0,yeka,4,2,112.4
48500.0,nifas silk,4,3,132.7
51500.0,kirkos,3,2,127.4
38500.0,addis ketema,4,2,132.4
20000.0,gulele,1,1,66.7
28500.0,bole,1,1,63.4
66500.0,kirkos,5,3,162.4
26000.0,kirkos,1,1,70.5
38000.0,akaky kaliti,4,2,118.0
16000.0,lidetta,1,1,46.9
39000.0,arada,2,2,90.9
66000.0,nifas silk,5,3,160.5
53500.0,kirkos,3,2,117.2
29500.0,yeka,2,2,86.6
30000.0,akaky kaliti,3,2,97.6
20500.0,akaky kaliti,1,1,52.2
30000.0,addis ketema,3,2,89.9
16500.0,arada,1,1,43.5
57500.0,yeka,5,2,159.4
22500.0,nifas silk,2,1,70.0
24000.0,yeka,1,1,70.0
55000.0,yeka,5,3,153.1
35000.0,nifas silk,3,2,100.3
27000.0,kirkos,1,1,74.3
40500.0,yeka,4,2,103.6
29500.0,kolfe,2,1,90.2
50500.0,lidetta,5,3,171.4
47000.0,bole,2,1,103.3
50000.0,bole,3,2,112.7
27000.0,kolfe,2,1,78.4
32000.0,lidetta,3,3,104.4
29000.0,bole,1,1,70.5
44500.0,kolfe,4,2,120.3
58500.0,bole,4,2,139.1
85000.0,kirkos,5,3,177.6
27500.0,addis ketema,2,1,85.3
24000.0,yeka,2,1,69.9
39000.0,bole,3,1,91.9
56000.0,kirkos,4,2,139.3
52500.0,nifas silk,5,3,151.3
17500.0,akaky kaliti,1,1,74.5
27500.0,addis ketema,2,1,79.6
34500.0,kolfe,3,2,99.2
56000.0,yeka,5,3,147.2
14000.0,lidetta,1,1,49.6
56000.0,gulele,5,3,175.9
58000.0,bole,4,3,128.8
47500.0,lidetta,4,3,137.7
62500.0,bole,4,3,123.6
20000.0,kirkos,1,1,51.4
52500.0,arada,4,3,127.2
35500.0,arada,2,1,99.2
36500.0,gulele,3,2,101.8
40000.0,addis ketema,4,2,131.9
29000.0,addis ketema,2,1,92.0
47000.0,bole,3,2,112.2
21500.0,gulele,1,1,71.7
39500.0,addis ketema,4,2,138.6
18500.0,yeka,1,1,50.2
41000.0,arada,3,1,96.4
50500.0,kirkos,4,2,117.0
22500.0,bole,1,1,48.0
41000.0,kirkos,2,2,89.5
32000.0,lidetta,4,2,98.9
45000.0,kolfe,3,1,132.7
57000.0,kirkos,4,2,119.3
62500.0,kirkos,4,2,154.6
29500.0,gulele,3,2,90.6
54000.0,kolfe,5,3,142.3
32000.0,akaky kaliti,3,2,112.3
32000.0,bole,2,1,69.5
67500.0,bole,4,2,139.3
61500.0,arada,5,2,160.5
84500.0,bole,5,3,173.7
33500.0,bole,1,2,66.6
22000.0,kirkos,1,1,48.5
58500.0,kolfe,5,3,148.0
32500.0,bole,2,1,79.8
26500.0,kolfe,2,1,98.2
81000.0,bole,5,3,163.9
32500.0,bole,2,2,75.9
22000.0,lidetta,1,1,76.0
21500.0,arada,1,1,60.1
25000.0,kolfe,2,1,77.5
23000.0,bole,1,1,57.3
36000.0,gulele,3,2,111.7
25000.0,kolfe,2,1,82.9
25000.0,kolfe,1,1,79.7
29000.0,arada,2,1,77.3
42500.0,yeka,3,2,109.8
48000.0,kolfe,5,3,143.6
57000.0,bole,4,2,135.3
70500.0,bole,4,2,147.4
62500.0,bole,5,3,136.2
54500.0,bole,4,3,116.5
39500.0,kolfe,4,2,124.2
26500.0,addis ketema,1,1,88.0
35500.0,nifas silk,2,1,97.3
61000.0,kirkos,4,3,126.8
62000.0,kirkos,5,3,148.6
30000.0,lidetta,3,2,90.6
25000.0,lidetta,2,1,91.9
43500.0,yeka,3,2,123.4
54000.0,yeka,5,3,149.5
39000.0,yeka,3,1,110.0
54000.0,gulele,5,3,162.7
43000.0,arada,3,1,116.8
49000.0,kolfe,5,3,151.8
40500.0,gulele,4,3,117.3
50500.0,bole,3,1,106.4
56000.0,arada,4,2,150.1
42000.0,yeka,3,3,112.3
31500.0,kirkos,1,1,87.5
19000.0,kolfe,1,1,63.5
21500.0,kolfe,1,1,75.4
51000.0,kirkos,4,2,123.8
55500.0,yeka,5,3,143.9
32500.0,arada,2,1,61.3
51500.0,nifas silk,4,2,122.3
15500.0,gulele,1,1,54.4
30000.0,bole,2,1,71.8
41000.0,bole,2,1,83.5
60500.0,yeka,5,3,173.2
50000.0,akaky kaliti,5,3,177.1
50500.0,nifas silk,5,3,132.1
53000.0,bole,3,2,103.7
29000.0,akaky kaliti,3,2,95.6
40000.0,arada,2,1,97.9
53000.0,arada,4,2,133.4
18500.0,akaky kaliti,1,1,56.4
35000.0,bole,2,1,86.9
20500.0,yeka,1,1,58.3
41500.0,nifas silk,3,2,127.4
37500.0,yeka,2,1,92.6
21500.0,gulele,1,1,72.0
20000.0,yeka,2,1,54.0
66000.0,bole,5,3,151.2
51000.0,yeka,3,2,133.0
60500.0,bole,5,3,129.8
77000.0,bole,5,3,148.2
20500.0,lidetta,2,1,71.6
64000.0,kirkos,5,3,154.9
65000.0,bole,5,3,142.8
38000.0,kirkos,2,1,86.4
30500.0,nifas silk,3,1,95.0
65500.0,yeka,5,3,152.4
48500.0,lidetta,5,3,162.1
50000.0,bole,3,2,120.1
58500.0,bole,4,3,112.6
37500.0,nifas silk,3,2,110.8
37500.0,bole,2,1,86.8
28000.0,lidetta,2,1,106.6
25000.0,kolfe,2,2,83.9
54500.0,arada,4,3,140.3
22000.0,addis ketema,2,1,70.1
65500.0,bole,5,3,149.3
28500.0,kirkos,1,1,58.5
41000.0,akaky kaliti,3,2,118.2
61500.0,nifas silk,5,2,158.6
46000.0,kolfe,5,2,143.0
53000.0,bole,3,2,109.6
44000.0,addis ketema,4,2,147.9
47000.0,arada,4,2,120.0
51000.0,arada,3,2,109.7
18000.0,addis ketema,1,1,61.7
43500.0,kirkos,3,2,107.2
31000.0,kirkos,2,1,66.4
41000.0,nifas silk,3,2,124.9
55000.0,bole,4,3,120.7
38500.0,kirkos,2,2,98.3
30500.0,yeka,2,1,78.5
53500.0,kirkos,4,2,132.5
55500.0,kirkos,4,2,139.1
62000.0,kirkos,5,3,148.5
50000.0,nifas silk,4,3,129.9
33500.0,akaky kaliti,3,2,118.8
38000.0,kirkos,2,1,77.7
69000.0,kirkos,5,3,169.8
35000.0,arada,2,1,82.2
63000.0,arada,5,3,161.1
55500.0,nifas silk,5,3,152.3
30500.0,arada,2,1,82.4
54000.0,kirkos,4,3,129.6
66500.0,kirkos,5,3,162.7
26500.0,bole,1,1,62.5
65000.0,bole,4,3,130.1
20000.0,gulele,1,1,74.4
63000.0,kirkos,5,3,150.8
26000.0,yeka,1,1,85.7
55000.0,nifas silk,5,3,150.1
21000.0,kolfe,1,1,61.1
25000.0,kolfe,2,1,70.2
41000.0,akaky kaliti,5,3,139.6
24500.0,nifas silk,2,1,79.6
53000.0,gulele,4,2,143.6
27500.0,bole,1,1,63.6
80000.0,kirkos,5,3,166.7
30000.0,nifas silk,2,1,101.1
36000.0,bole,2,1,75.8
46000.0,gulele,3,2,129.8
26000.0,bole,1,1,60.8
42500.0,gulele,4,2,138.6
26000.0,lidetta,2,1,98.1
39000.0,arada,2,1,79.1
63500.0,kirkos,5,3,152.1
22000.0,yeka,1,1,69.7
46000.0,bole,3,2,104.1
33000.0,kolfe,3,2,100.2
60500.0,arada,5,3,152.6
27500.0,arada,2,1,72.2
48500.0,addis ketema,5,3,157.1
42000.0,addis ketema,4,3,143.6
24000.0,lidetta,1,1,63.0
45500.0,kirkos,3,2,114.4
56000.0,bole,2,2,123.2
43000.0,arada,3,2,106.6
39500.0,nifas silk,3,2,116.9
29000.0,addis ketema,2,1,105.7
31000.0,nifas silk,2,1,97.7
39000.0,kirkos,3,1,82.1
45500.0,kirkos,3,2,114.8
43000.0,kirkos,2,1,116.9
21000.0,kolfe,2,1,72.1
32500.0,lidetta,3,2,111.4
21500.0,yeka,1,1,48.6
48000.0,yeka,3,2,122.8
66500.0,bole,5,3,152.9
55500.0,arada,4,3,119.7
55500.0,arada,4,2,123.4
23500.0,gulele,1,1,81.8
40500.0,bole,2,1,87.2
67500.0,kirkos,5,3,138.3
31500.0,nifas silk,3,2,85.5
33500.0,arada,2,1,87.3
30500.0,arada,1,1,75.8
18500.0,yeka,1,1,57.3
52000.0,bole,3,2,126.8
49000.0,yeka,4,3,121.4
32000.0,kirkos,2,1,83.1
53000.0,bole,4,2,117.0
42500.0,akaky kaliti,4,2,141.9
47500.0,kirkos,2,1,111.2
62000.0,bole,4,3,145.2
20000.0,nifas silk,1,1,46.6
29500.0,lidetta,2,1,92.8
32000.0,kirkos,1,1,70.6
84500.0,bole,5,3,173.1
38500.0,arada,2,1,109.4
23000.0,addis ketema,2,1,85.3
15000.0,addis ketema,1,1,57.6
62500.0,bole,5,3,141.0
30500.0,gulele,2,2,97.7
50500.0,yeka,5,3,135.5
31000.0,akaky kaliti,3,2,105.0
77500.0,bole,5,2,153.2
19000.0,akaky kaliti,1,1,58.0
23000.0,lidetta,1,1,67.4
90500.0,bole,5,3,182.8
30500.0,lidetta,3,2,102.8
60000.0,arada,5,2,154.9
54000.0,nifas silk,5,3,154.0
62500.0,kirkos,5,3,149.0
67000.0,kirkos,5,3,130.6
57500.0,bole,4,3,110.6
37500.0,addis ketema,4,2,108.0
39000.0,yeka,3,2,112.6
18000.0,yeka,1,1,47.7
35000.0,yeka,2,1,101.1
76000.0,bole,5,2,149.1
15000.0,lidetta,1,1,54.3
30500.0,addis ketema,3,2,96.2
37500.0,lidetta,3,2,122.3
46000.0,akaky kaliti,5,3,156.3
25500.0,kolfe,2,1,93.7
31500.0,arada,2,1,86.1
27500.0,arada,1,1,68.6
31000.0,akaky kaliti,3,1,98.2
70000.0,arada,5,3,170.7
23500.0,arada,1,1,61.7
37500.0,kirkos,2,2,95.7
41500.0,kirkos,2,1,94.8
39500.0,kirkos,2,1,99.8
29500.0,bole,1,1,76.9
23500.0,kolfe,1,1,86.2
64000.0,kirkos,5,3,148.9
45500.0,akaky kaliti,5,3,152.4
40000.0,bole,2,2,81.8
52500.0,bole,3,2,128.5
39000.0,yeka,3,2,95.9
45000.0,addis ketema,5,3,140.7
28500.0,arada,1,1,71.5
41500.0,akaky kaliti,3,2,133.4
29000.0,addis ketema,3,1,102.6
39000.0,yeka,3,3,109.5
49500.0,bole,3,2,100.1
65500.0,bole,5,2,153.7
30500.0,yeka,2,1,94.2
29000.0,nifas silk,2,1,89.9
44000.0,arada,3,3,103.3
22500.0,yeka,1,1,72.7
47000.0,nifas silk,4,3,136.1
51500.0,lidetta,5,3,176.9
43500.0,akaky kaliti,4,2,147.8
27500.0,kirkos,2,1,67.9
24500.0,yeka,1,1,69.1
33000.0,kirkos,2,1,85.2
30500.0,akaky kaliti,3,2,91.2
64500.0,kirkos,5,3,156.6
49000.0,kolfe,5,3,151.9
29500.0,arada,1,1,87.0
43000.0,kirkos,2,1,100.0
31000.0,gulele,3,1,95.7
28500.0,kirkos,1,1,72.7
28000.0,akaky kaliti,3,2,91.4
60000.0,bole,4,3,140.0
23000.0,arada,1,1,58.8
21500.0,arada,1,1,61.0
37500.0,arada,3,2,94.4
37500.0,kirkos,2,1,78.2
45000.0,addis ketema,4,3,151.1
25500.0,arada,1,1,64.9
64500.0,kirkos,5,3,148.2
23500.0,nifas silk,2,1,73.8
61000.0,yeka,5,3,168.3
36500.0,nifas silk,3,2,106.3
33000.0,bole,1,1,86.7
51500.0,arada,4,3,129.6
49500.0,akaky kaliti,5,3,159.7
22000.0,arada,2,1,53.9
41000.0,kolfe,4,2,129.4
25000.0,nifas silk,1,1,81.8
26500.0,kolfe,2,1,97.6
26500.0,nifas silk,1,1,78.9
39500.0,lidetta,4,2,126.9
32500.0,nifas silk,3,2,97.1
57500.0,gulele,5,3,170.5
28000.0,addis ketema,2,2,90.1
28500.0,kirkos,1,1,66.5
25000.0,arada,1,1,71.3
52000.0,gulele,5,3,166.9
44000.0,bole,3,1,106.9
46000.0,yeka,4,2,130.4
58000.0,nifas silk,5,3,172.7
53000.0,gulele,5,3,171.5
31500.0,akaky kaliti,3,2,107.9
47000.0,yeka,4,3,124.6
54000.0,bole,3,2,111.8
51500.0,arada,4,3,129.7
40000.0,lidetta,4,3,122.0
49500.0,kolfe,5,3,153.5
49500.0,gulele,4,2,133.2
26000.0,bole,1,1,59.5
56000.0,kirkos,3,2,118.8
36000.0,arada,2,1,101.5
29000.0,bole,1,1,75.6
42000.0,yeka,3,2,117.1
39000.0,arada,3,2,93.2
37000.0,gulele,3,2,116.1
60500.0,arada,4,3,161.1
26000.0,kolfe,1,1,81.5
52500.0,gulele,5,3,160.5
52500.0,kolfe,5,3,155.0
64000.0,kirkos,5,3,154.0
28000.0,kolfe,2,2,74.0
15000.0,yeka,1,1,43.1
34000.0,kirkos,2,1,75.5
27500.0,arada,2,1,60.7
24500.0,yeka,1,1,61.0
18500.0,kolfe,1,1,61.4
26500.0,yeka,2,1,78.1
54500.0,yeka,4,3,125.9
62500.0,bole,4,2,150.7
43000.0,kirkos,2,1,93.9
44000.0,yeka,4,2,123.3
47000.0,yeka,3,1,107.7
21000.0,akaky kaliti,1,1,54.8
39000.0,arada,2,2,98.1
16500.0,lidetta,1,1,50.9
34000.0,addis ketema,3,1,107.5
38500.0,lidetta,4,2,106.3
17500.0,akaky kaliti,1,1,63.5
59500.0,arada,4,2,135.4
50500.0,bole,2,1,112.8
46500.0,arada,2,2,103.4
41500.0,arada,2,1,119.6
58500.0,kirkos,4,3,139.1
44500.0,nifas silk,4,2,132.0
41500.0,arada,2,2,97.7
44000.0,lidetta,4,3,123.3
33500.0,kolfe,3,2,112.8
36000.0,addis ketema,3,2,99.8
26000.0,lidetta,2,2,91.0
31500.0,lidetta,3,2,106.3
50500.0,yeka,5,3,128.9
53000.0,kirkos,4,3,112.5
21000.0,yeka,1,1,50.2
32500.0,nifas silk,3,2,97.4
36000.0,kirkos,2,1,88.6
59000.0,yeka,5,3,161.0
72500.0,bole,5,3,164.9
24000.0,yeka,1,1,71.3
35000.0,akaky kaliti,3,1,121.2
56500.0,kirkos,4,2,141.0
47500.0,lidetta,5,3,156.5
30000.0,gulele,2,1,101.3
37000.0,yeka,3,2,79.9
66000.0,bole,4,3,126.5
52500.0,yeka,4,3,143.8
27500.0,akaky kaliti,2,1,104.9
21500.0,gulele,1,1,80.9
30500.0,kolfe,3,1,93.9
52000.0,yeka,4,3,116.3
34500.0,yeka,3,2,89.3
32500.0,kirkos,1,1,72.2
31500.0,kolfe,2,1,80.8
48000.0,kolfe,4,2,129.5
33000.0,kirkos,2,1,85.6
41500.0,lidetta,3,2,128.3
42000.0,yeka,4,2,96.0
51500.0,bole,4,2,118.5
20500.0,nifas silk,1,1,64.1
27500.0,kolfe,2,2,86.8
69000.0,bole,5,3,159.5
32000.0,kirkos,2,1,83.2
42000.0,gulele,4,3,124.6
32000.0,yeka,3,2,87.1
41500.0,arada,3,2,102.6
40000.0,lidetta,3,2,123.1
41000.0,nifas silk,3,2,115.1
28000.0,gulele,2,1,100.0
37000.0,addis ketema,4,2,117.9
28000.0,akaky kaliti,3,2,99.5
24500.0,yeka,1,1,79.0
57000.0,gulele,5,3,169.8
39500.0,bole,2,2,80.5
18500.0,arada,1,1,44.8
67000.0,yeka,5,3,157.9
44000.0,kolfe,5,3,128.6
44500.0,akaky kaliti,5,3,146.6
49500.0,kolfe,5,3,153.9
59000.0,yeka,5,3,157.0
47000.0,yeka,4,2,128.3
49000.0,bole,3,2,118.1
47500.0,lidetta,5,3,156.6
34500.0,bole,1,1,78.6
25500.0,nifas silk,2,2,78.7
47500.0,kolfe,5,3,145.7
33500.0,akaky kaliti,3,2,106.3
28000.0,lidetta,2,2,101.2
66500.0,yeka,5,3,162.6
54000.0,bole,4,2,126.3
42000.0,lidetta,4,2,137.7
33500.0,yeka,2,1,88.7
46500.0,nifas silk,4,2,138.6
46500.0,kolfe,5,3,135.9
55000.0,bole,4,2,128.3
32000.0,kolfe,3,2,107.3
25000.0,akaky kaliti,2,1,93.5
31500.0,gulele,3,2,100.5
41500.0,lidetta,4,3,117.0
29500.0,gulele,2,2,93.0
42000.0,yeka,3,1,109.0
42500.0,yeka,3,3,121.3
49500.0,arada,4,3,122.9
35500.0,arada,2,1,84.3
41000.0,nifas silk,4,2,116.9
38500.0,kirkos,2,1,103.0
30500.0,kolfe,2,2,90.7
65000.0,yeka,5,3,150.6
35500.0,gulele,2,1,92.1
32500.0,gulele,3,2,105.0
24000.0,arada,1,1,57.6
20000.0,yeka,1,1,56.1
39500.0,addis ketema,4,2,125.7
35500.0,akaky kaliti,4,2,114.0
37500.0,kirkos,2,1,83.8
33000.0,nifas silk,3,1,104.1
40000.0,arada,2,1,88.4
52000.0,addis ketema,5,3,161.0
48500.0,bole,3,2,116.4
36500.0,kirkos,2,2,92.6
35500.0,lidetta,3,2,105.1
73000.0,kirkos,5,3,144.9
37500.0,addis ketema,3,1,108.2
55000.0,yeka,5,3,153.2
29500.0,kolfe,3,2,96.4
17500.0,kirkos,1,1,44.1
51500.0,nifas silk,4,2,139.8
34500.0,kolfe,3,2,98.0
41500.0,yeka,3,2,113.1
53000.0,gulele,4,2,146.5
39500.0,nifas silk,3,1,103.2
35000.0,arada,2,1,83.4
50000.0,bole,2,1,98.9
35500.0,kirkos,3,1,86.3
25000.0,lidetta,1,1,87.6
57500.0,bole,3,2,137.3
33000.0,kirkos,3,2,75.5
45000.0,akaky kaliti,5,3,150.8
41500.0,yeka,3,2,103.0
48000.0,lidetta,4,3,139.7
36000.0,gulele,3,3,106.6
21500.0,lidetta,2,1,75.1
55500.0,yeka,5,2,149.9
38000.0,arada,2,1,92.2
14000.0,kolfe,1,1,49.8
42000.0,yeka,4,2,110.2
55000.0,yeka,4,3,153.9
75500.0,bole,5,3,144.3
32500.0,addis ketema,3,2,106.4
18500.0,gulele,1,1,59.2
42500.0,gulele,3,1,129.3
40000.0,arada,2,2,93.0
56500.0,arada,5,3,133.8
51500.0,nifas silk,5,3,147.2
29500.0,yeka,2,1,82.8
30500.0,kolfe,2,1,95.8
21500.0,kirkos,1,1,51.0
43500.0,nifas silk,3,2,125.9
35000.0,addis ketema,3,2,105.0
32500.0,akaky kaliti,3,2,113.3
26500.0,kirkos,1,1,71.5
26500.0,bole,1,1,58.0
21500.0,yeka,1,1,51.0
24000.0,bole,1,1,60.5
51000.0,bole,3,2,104.1
28000.0,addis ketema,2,1,97.4
38000.0,bole,2,2,76.6
38500.0,nifas silk,2,1,105.4
21500.0,kolfe,2,1,73.8
36500.0,nifas silk,3,2,108.0
31000.0,gulele,2,1,104.0
32500.0,kirkos,1,1,78.3
51000.0,kirkos,4,2,125.1
76000.0,bole,5,3,146.7
40000.0,yeka,3,2,111.0
36500.0,lidetta,4,3,107.1
62500.0,kirkos,4,2,129.4
78500.0,bole,5,3,145.0
40000.0,kolfe,4,2,113.2
22000.0,yeka,1,1,69.5
22000.0,yeka,2,2,58.2
53500.0,gulele,5,3,165.3
38500.0,yeka,2,1,108.0
48000.0,nifas silk,5,3,131.3
51000.0,yeka,4,2,141.0
41000.0,arada,3,2,106.8
42500.0,nifas silk,3,3,104.0
16500.0,nifas silk,1,1,47.6
55500.0,bole,3,2,116.1
55500.0,gulele,5,3,173.4
35500.0,gulele,2,2,98.1
18000.0,gulele,1,1,56.9
41500.0,bole,3,2,96.0
60000.0,kirkos,5,3,135.6
56500.0,kirkos,3,2,125.7
52000.0,yeka,4,2,147.8
55000.0,kirkos,4,2,136.3
32000.0,gulele,2,1,90.0
64000.0,yeka,5,3,148.3
37000.0,kolfe,3,1,115.9
26000.0,arada,1,1,63.8
30000.0,kolfe,3,1,103.6
34500.0,nifas silk,3,2,98.4
41500.0,akaky kaliti,4,2,137.2
64000.0,arada,5,3,157.9
17500.0,nifas silk,1,1,58.6
59500.0,bole,3,1,128.8
30000.0,arada,1,1,82.6
55000.0,arada,4,2,140.6
20500.0,akaky kaliti,1,2,59.3
40500.0,arada,3,2,104.4
39500.0,arada,2,2,102.6
17500.0,addis ketema,1,1,59.8
59500.0,arada,5,3,144.4
34500.0,yeka,2,1,108.5
29500.0,yeka,2,2,85.4
72500.0,bole,5,2,173.2
71500.0,bole,5,3,135.2
26000.0,kirkos,1,1,70.2
45000.0,gulele,4,2,130.4
64000.0,bole,4,3,126.8
57000.0,nifas silk,5,3,138.0
14000.0,akaky kaliti,1,1,54.8
64500.0,bole,5,2,150.9
17000.0,nifas silk,1,1,49.2
34500.0,kirkos,1,1,82.7
45500.0,nifas silk,4,2,143.9
55500.0,kirkos,4,3,129.6
16000.0,kolfe,1,1,50.2
34000.0,yeka,1,1,82.4
33000.0,akaky kaliti,3,2,103.6
36500.0,kolfe,4,2,108.9
30000.0,lidetta,3,2,100.2
33000.0,addis ketema,3,3,90.5
37500.0,yeka,3,2,100.5
37500.0,yeka,2,1,94.9
31500.0,yeka,2,1,81.5
50000.0,yeka,4,3,134.3
38000.0,nifas silk,3,2,99.3
33000.0,addis ketema,3,2,108.8
34500.0,addis ketema,3,1,131.1
32000.0,arada,2,1,81.8
62000.0,nifas silk,5,3,156.6
34000.0,lidetta,3,2,89.2
41000.0,akaky kaliti,4,2,148.2
56000.0,yeka,5,3,146.3
73500.0,arada,5,3,164.6
58000.0,yeka,4,3,137.3
53000.0,kirkos,3,2,116.1
39500.0,addis ketema,4,2,124.6
29500.0,addis ketema,2,2,99.1
36000.0,akaky kaliti,4,2,120.9
22000.0,kolfe,1,1,73.3
39500.0,kirkos,2,1,90.2
50500.0,arada,4,2,124.5
20500.0,nifas silk,1,1,64.6
18500.0,arada,1,1,51.1
53500.0,nifas silk,5,3,155.0
64000.0,kirkos,5,2,152.5
33500.0,gulele,2,2,79.5
23500.0,kirkos,1,1,63.3
62500.0,bole,5,2,144.6
22000.0,yeka,1,1,62.5
36000.0,lidetta,4,2,117.9
49000.0,yeka,4,2,142.7
37500.0,kolfe,3,2,111.3
27000.0,arada,1,1,78.1
28500.0,bole,2,1,62.2
31500.0,yeka,3,2,77.3
16500.0,nifas silk,1,1,47.5
54500.0,yeka,5,2,149.2
56000.0,bole,4,2,132.5
82500.0,bole,5,3,163.0
49500.0,nifas silk,5,3,138.3
65500.0,bole,4,2,134.2
17500.0,nifas silk,1,1,57.8
33500.0,kirkos,1,1,80.6
43000.0,kirkos,3,2,106.8
73500.0,bole,5,3,173.3
39500.0,kolfe,4,2,120.5
30000.0,akaky kaliti,3,1,116.9
25000.0,bole,1,1,63.3
33500.0,bole,2,1,82.1
38500.0,akaky kaliti,4,3,137.6
24500.0,arada,1,1,60.4
40000.0,bole,3,2,76.1
28500.0,gulele,2,1,100.8
49500.0,nifas silk,4,2,152.6
47500.0,addis ketema,5,3,151.8
20500.0,arada,1,1,48.5
44500.0,yeka,4,2,125.0
59000.0,arada,4,3,130.1
67000.0,kirkos,5,2,139.9
34500.0,bole,1,1,90.9
23000.0,bole,1,1,48.5
41000.0,kirkos,2,1,104.6
53000.0,nifas silk,5,3,152.9
34500.0,nifas silk,3,1,104.5
31000.0,kolfe,2,1,91.8
51000.0,gulele,5,3,153.8
28500.0,arada,1,1,77.0
35000.0,nifas silk,3,1,106.7
58500.0,yeka,5,3,165.9
31000.0,kirkos,1,1,73.1
61000.0,bole,4,3,119.5
25500.0,kolfe,2,1,80.2
15500.0,akaky kaliti,1,1,64.0
36000.0,yeka,2,1,87.5
42000.0,akaky kaliti,5,3,131.5
67000.0,bole,5,3,149.2
34000.0,akaky kaliti,3,2,117.5
40000.0,addis ketema,4,2,128.5
43500.0,addis ketema,4,2,129.6
36000.0,arada,2,2,97.9
43000.0,lidetta,4,2,125.5
49000.0,nifas silk,5,3,135.4
23500.0,nifas silk,1,1,75.3
63500.0,kirkos,4,2,128.9
40500.0,bole,2,1,87.1
44000.0,gulele,4,3,115.6
39000.0,gulele,4,2,112.5
20000.0,arada,1,1,55.2
49000.0,yeka,4,2,135.6
24000.0,addis ketema,2,2,76.0
39500.0,gulele,3,2,117.1
21500.0,kirkos,1,1,51.7
68000.0,bole,5,3,152.5
39500.0,yeka,3,2,108.6
70500.0,arada,5,3,179.9
17000.0,akaky kaliti,1,1,71.6
25000.0,gulele,2,1,78.9
51000.0,yeka,4,3,138.2
44000.0,lidetta,4,2,155.7
46000.0,lidetta,5,3,141.9
22000.0,nifas silk,1,1,59.0
23000.0,akaky kaliti,2,1,82.0
63500.0,yeka,5,3,136.3
44500.0,gulele,3,2,124.8
46500.0,addis ketema,5,3,134.9
51500.0,bole,3,2,105.6
42000.0,gulele,3,1,107.6
51000.0,bole,4,3,113.8
26000.0,kolfe,2,2,76.9
57500.0,yeka,5,3,154.5
66500.0,kirkos,5,3,135.2
40500.0,lidetta,4,2,139.8
26500.0,arada,1,1,65.4
